alpha_best_1,alpha_best_2,alpha_best_3,mse_w_S,mse_T,mse_S
1.4033736718800371,1.061940972791819,1.9563487970607556,1.2706384466573413,1.1019596689063038,2.07907750571545
1.928528047961858,1.0795208768685198,1.865077965797489,0.9980835165094468,0.9716330886725985,1.2698908647133487
1.6673034633446917,1.027012261245596,1.9549365237041116,1.0703184058115094,1.0558185005470015,1.6231966653417567
2.4498855467397176,0.9613327373570696,1.8866366567321697,1.2425091786288425,1.0166736592360994,1.8120933254242528
0.9713872112794965,1.0735790396440548,1.9575223940518214,1.0710507442424584,1.063470518711793,1.507731706936992
2.0906524546113596,1.0633338488000381,1.8646088833250785,1.157025493894765,1.1366451081377478,1.5338617583242293
1.687399668435187,0.9519284790500968,1.9916319999725498,1.1076913834976454,1.0918564447481813,1.3733561245006496
2.651027174903256,1.0492207828611315,1.8684733115211467,1.0178495155411265,1.025949918993183,1.3301558966284566
2.556924528245698,1.0780258848984283,1.83410131876558,1.1473946023088686,1.0820539075669195,2.2356528301360514
0.34029082657816334,0.9803028857597046,2.039617080698383,1.0185726614191393,0.9392003794544674,1.3910239584781101
1.8594000599195164,1.1463978797139875,1.8583525063345276,1.0527337623026032,1.0718629454631248,1.4129215108206672
0.996633800606956,1.0550050057931624,1.9108434480514087,1.0601169713762173,1.019600537536883,1.695013987809391
1.7070708681656208,0.9020042862251703,2.0201280567040505,1.0756525922628453,1.0409272541746535,1.7752963837317357
2.2371497078282188,1.0347414196042695,1.913086203832114,1.4266547491686319,1.2109872195958682,2.1755448019644974
1.6462978723609012,1.0559142415851634,1.9018708259577184,1.0636175736480673,1.087150638599088,1.3728908678749223
1.000039000394713,1.076922395863533,1.9353442146162583,1.033880195759621,1.0184932016682509,1.3698038088476805
0.7525249056096588,0.9732917252852782,2.032991093658561,1.3201280250222884,1.1554169255968583,2.760968672648983
1.5170792218531899,1.0060147547690683,1.9855536616265148,1.0948695630514063,1.0527407997603357,1.6780350259440748
1.9025886452523688,0.8733509338625302,2.0428509150072998,1.2743254620532414,1.1024434990240637,2.8788707073591575
