alpha_best_1,alpha_best_2,alpha_best_3,mse_w_S,mse_T,mse_S
1.3163655727880048,0.7672402074041111,2.094550899430956,1.1078341783580326,1.047593977087886,1.8907726336740425
2.9318487995667577,0.8243815220394053,1.93627445405962,1.3226424094230955,1.2161544884559994,3.080723910065058
1.1952299945111062,0.8190291734492986,2.1050180921903463,1.3510343386251216,1.0256857827907415,3.2426425641105916
3.0243365337209136,0.96534560664298,1.8794563621744067,1.1809632418110445,1.1490910883331662,2.1274920229374854
1.649629391991434,1.234894804938077,1.7760244527618687,1.2105102228537477,1.182300739675914,2.782079158332802
2.3003699788744627,0.804898181550872,2.0848454809922923,1.0837179343173724,1.0184173582943545,2.8952746803207194
0.49688184931981616,1.2275547024853817,1.874148783946957,2.2042431585017503,1.365963435544928,4.1262305658247
2.2159801411165296,0.9782997214068402,1.9506494327711759,1.7421543930974441,1.2233048888281683,2.995768568987696
3.8021876940257067,0.9147492464069652,1.7281015313669021,1.7509727843466272,1.0991338526069763,2.7019239709819214
1.1387498449470228,0.990993240154827,1.9729628098000018,1.3024036115281987,1.1738531875102982,2.416214867707652
